Puntaje crediticio,Ingresos mensuales (USD),Monto del préstamo (USD),¿Default/No default?
4.4,6850.1,27385.9,0
3.1,3946.0,39958.5,1
5.3,6019.1,35833.2,0
2.5,3080.9,45338.8,1
1.8,5998.0,28059.3,0
0.8,4080.3,40626.8,1
3.8,5886.8,35785.5,0
5.5,3568.5,43324.0,1
5.3,3044.8,40784.8,1
1.0,4378.7,40676.0,0
3.0,4977.0,21619.6,0
0.2,4316.1,24497.6,0
0.7,2679.6,47648.4,1
4.5,2631.6,48499.3,1
5.5,6459.7,21448.6,0
4.9,2304.7,43091.2,1
3.1,4585.0,20586.8,0
3.2,4216.0,40805.5,0
3.0,2066.0,45611.2,1
2.2,5639.4,29380.8,0
6.4,3912.6,49319.1,1
7.1,3822.4,38689.5,1
2.6,6047.2,24051.5,0
2.4,5786.0,23487.3,0
0.9,4451.4,24871.2,0
2.6,2112.1,43269.8,1
0.5,4626.0,25683.3,0
0.0,4656.3,45295.7,1
5.4,6880.7,35667.2,0
2.6,548.0,48728.1,1
1.7,4790.5,47527.0,1
6.8,3961.5,43816.3,1
3.3,4629.6,37661.4,0
4.9,6450.3,23541.6,0
4.6,6325.1,29374.7,0
3.6,5197.9,29358.8,0
4.4,5905.1,22903.3,0
5.3,6376.8,28692.5,0
3.7,4305.4,46170.9,1
2.6,5625.7,36913.1,0
1.5,6319.9,35639.5,0
1.0,3773.5,49568.6,1
3.6,4391.6,32946.3,0
4.3,5434.2,27074.9,0
1.0,1773.1,37110.4,1
1.5,1643.7,42416.8,1
2.5,5618.8,35272.9,0
4.4,5982.9,30736.3,0
4.1,684.2,45976.4,1
2.2,4718.7,31202.8,0
0.9,3879.9,43489.7,1
1.9,2736.7,43283.2,1
6.2,3139.1,45165.9,1
1.8,4691.7,31330.9,0
1.7,6948.4,26247.5,0
1.1,4513.3,28873.4,0
1.7,9.3,46014.4,1
1.3,3982.4,38110.0,1
4.7,6601.9,41563.9,0
7.2,1521.8,41056.7,1
0.6,1332.7,42989.0,1
0.5,4430.7,49630.5,1
6.3,1166.8,49923.4,1
4.2,6544.0,40993.0,0
1.3,6518.6,28210.5,0
5.0,6297.6,21995.1,0
1.2,4703.3,40316.7,0
0.8,6933.5,27212.4,0
3.8,6355.8,34916.2,0
3.3,5770.8,23460.9,0
0.4,4752.8,23296.5,0
0.3,6986.1,32357.7,0
7.0,2044.3,46303.7,1
0.4,5293.7,24813.8,0
3.3,6074.5,35579.0,0
2.6,2094.9,37134.4,1
4.8,1044.7,42394.3,1
2.4,6089.8,26787.0,0
2.1,4928.0,20650.8,0
3.3,3849.9,47371.9,1
0.9,5373.9,37159.8,0
7.1,3149.8,46341.4,1
0.5,4636.9,31908.0,0
5.1,6701.4,32977.4,0
4.9,2121.9,49169.9,1
2.4,6801.6,31747.9,0
4.7,5915.4,26831.9,0
4.5,4722.7,33627.3,0
5.5,3737.3,37397.6,1
3.2,894.3,40303.5,1
2.6,4598.8,38808.3,1
3.8,331.5,39368.9,1
2.9,5062.5,39060.1,0
4.0,298.2,43552.0,1
3.4,5299.6,38244.5,0
4.2,4930.5,37751.5,0
5.4,660.9,40369.7,1
1.9,3241.8,40327.2,1
3.1,1015.3,45613.4,1
4.9,932.5,43582.5,1
4.6,547.0,41542.0,1
2.0,974.9,36999.1,1
0.1,4481.9,30919.9,0
1.7,4389.8,39981.8,1
4.7,167.2,44608.0,1
1.0,342.7,48521.3,1
1.8,6655.6,20762.2,0
4.1,4735.1,25711.8,0
1.4,1308.6,39985.0,1
1.2,4672.4,40742.6,0
2.5,3581.8,38256.7,1
3.2,6967.2,33894.0,0
4.7,5272.3,23064.6,0
7.3,830.0,36504.0,1
2.8,1429.2,39175.7,1
5.5,1529.1,38256.1,1
1.6,5729.8,30075.7,0
1.8,4523.8,22749.2,0
1.1,4374.5,22504.8,0
4.2,4516.8,23048.1,0
4.9,3453.8,36487.3,1
0.9,6408.4,25320.2,0
2.4,3839.2,42937.6,1
0.9,3758.9,39636.4,1
6.4,2527.3,48608.6,1
7.3,828.8,48801.4,1
0.5,5459.8,23666.9,0
1.5,221.2,37385.7,1
3.5,150.8,47900.9,1
1.0,512.7,47050.7,1
4.7,5829.8,36887.9,0
3.2,6201.1,24453.4,0
2.9,5716.8,21945.4,0
2.7,91.9,45481.3,1
3.6,4809.1,39754.8,0
0.7,6097.2,39665.7,0
0.8,5059.5,23144.2,0
3.8,4614.1,40954.5,0
4.1,4546.9,29123.6,0
4.1,1314.7,36489.2,1
6.8,2128.9,36013.5,1
7.4,781.5,44918.3,1
2.8,4777.0,39875.3,0
4.4,2665.2,49966.7,1
1.4,5972.4,29767.2,0
4.2,6139.5,38836.7,0
6.3,2286.0,48123.7,1
3.8,6932.5,35275.8,0
3.4,4921.0,41667.1,0
5.0,6827.5,34100.8,0
2.5,6414.1,20631.7,0
3.1,292.2,41535.7,1
5.9,4701.3,36829.2,1
1.5,634.1,39063.6,1
2.4,5953.0,36458.6,0
0.3,854.4,43110.6,1
1.7,1641.8,37366.8,1
3.8,6084.4,36720.5,0
1.9,5744.7,33326.1,0
4.9,6605.2,39358.0,0
4.7,569.7,39811.1,1
0.8,5004.7,23465.5,0
4.2,448.2,40325.5,1
4.3,1043.5,40703.4,1
1.8,4039.8,46001.7,1
1.3,6844.9,27463.8,0
4.0,5711.9,27018.4,0
1.3,5715.2,22678.1,0
0.7,265.0,48689.4,1
4.6,2866.8,38120.4,1
2.0,3913.8,48005.3,1
4.9,1821.0,43642.1,1
3.4,6112.0,32299.1,0
3.6,5027.9,34226.4,0
0.8,4682.9,35486.6,0
4.7,4635.2,20465.7,0
4.7,5722.0,21818.3,0
5.3,3510.0,45189.7,1
3.5,4348.3,36337.0,1
4.3,2139.8,44601.0,1
7.3,3569.9,49901.3,1
3.7,3714.5,43419.0,1
4.0,1588.7,49842.6,1
1.9,4149.1,45244.2,1
1.7,4515.4,24200.1,0
5.0,5212.8,26277.9,0
1.9,6051.4,40548.9,0
0.6,5177.7,20624.6,0
2.6,2820.1,49496.6,1
2.4,4238.9,20376.7,0
7.3,3709.4,49784.8,1
5.4,2892.2,41773.6,1
3.5,4437.2,39718.6,1
3.6,5692.6,37999.7,0
5.3,5449.6,27388.8,0
5.0,3372.0,49638.7,1
6.2,524.8,43914.7,1
0.5,6134.9,41137.2,0
4.9,2873.7,38994.7,1
0.1,1438.8,44386.2,1
1.8,4872.5,29141.8,0
1.4,755.4,46492.0,1
7.2,4079.2,37620.5,1
6.5,4648.0,49367.0,1
5.4,6857.8,24940.6,0
2.3,2633.8,47922.0,1
3.3,1681.4,40298.7,1
5.8,1015.7,41215.6,1
1.0,4448.5,38275.4,0
1.6,5364.8,40190.1,0
4.2,5192.3,28167.0,0
0.9,4538.1,45519.4,1
0.7,685.8,48539.6,1
6.3,2316.3,38989.9,1
7.1,2951.8,47009.8,1
5.0,4226.6,25991.1,0
2.0,6141.3,41703.0,0
2.0,5389.8,30609.1,0
0.7,4204.1,29929.3,0
3.3,2649.1,39954.8,1
4.7,4512.7,24673.9,0
4.0,6030.3,36967.7,0
4.2,6458.0,39616.9,0
3.2,3040.4,40079.5,1
0.4,4534.9,31706.2,0
4.8,307.2,39412.3,1
0.8,4530.2,24259.5,0
3.2,4905.1,39285.1,0
0.0,4071.2,47764.3,1
4.3,6036.1,41446.1,0
3.4,4894.0,21113.7,0
0.0,2018.7,46767.8,1
3.2,6049.9,24503.8,0
5.5,671.4,41576.8,1
2.7,6192.6,32732.2,0
6.4,4733.0,46615.6,1
1.0,4507.0,42317.4,1
1.8,3270.4,43592.4,1
0.5,4782.1,34335.6,0
2.6,1050.3,46874.6,1
3.8,3504.9,37439.7,1
5.4,6257.4,23978.1,0
0.2,3765.0,48436.8,1
5.8,3863.0,40319.1,1
2.4,4669.4,40064.1,0
1.3,5603.6,28587.2,0
2.0,6419.2,37508.9,0
2.1,4787.0,33817.6,0
3.8,4785.3,25334.3,0
1.1,4713.5,38592.2,0
4.7,1403.9,41115.0,1
0.2,5208.4,22015.2,0
3.4,5487.5,20426.3,0
1.6,2542.7,42214.3,1
3.1,5453.4,23049.6,0
2.7,5638.3,37223.2,0
2.0,4559.7,45611.9,1
5.1,4352.5,23787.2,0
2.9,6554.9,28672.7,0
4.6,3695.0,48638.8,1
0.6,3058.4,36582.8,1
4.2,4706.5,39359.5,1
0.5,4731.1,37418.5,1
4.8,5335.8,32774.0,0
4.7,4557.6,28660.7,0
3.2,6044.4,40922.8,0
2.2,6513.4,39261.7,0
6.4,736.0,36973.9,1
1.0,6362.2,25863.2,0
2.8,4633.3,38423.8,1
3.3,6688.1,20948.2,0
3.7,4615.4,21329.8,0
0.3,4160.6,44274.1,1
2.2,2552.0,39656.1,1
4.7,5633.7,26514.1,0
1.4,210.8,37677.0,1
2.9,2336.0,48231.2,1
2.0,794.5,38103.2,1
3.7,162.0,44237.9,1
2.6,3486.5,41574.5,1
1.2,2560.4,39432.3,1
5.6,3413.2,38630.4,1
5.3,303.8,40750.4,1
1.5,2448.4,36512.0,1
3.8,5210.2,32635.2,0
7.1,1764.9,40683.8,1
2.5,2732.6,38501.9,1
2.8,6192.8,21820.6,0
1.4,5058.1,38636.0,0
3.2,4554.6,28303.7,0
3.7,5766.8,23125.9,0
5.0,6654.2,39221.2,0
7.0,2816.1,49259.2,1
4.8,6761.3,26436.3,0
1.7,4754.9,29433.8,0
1.5,4989.2,20637.3,0
2.8,5371.6,28203.7,0
0.6,6010.5,41871.9,0
2.2,3526.7,37012.3,1
7.0,3339.3,47079.8,1
1.4,2679.0,44944.5,1
1.0,3272.4,39373.1,1
1.4,3022.8,46318.7,1
0.4,4884.0,26692.9,0
3.9,4394.6,20941.3,0
4.8,6506.2,28940.1,0
5.4,1946.6,49755.8,1
3.7,3222.7,46668.9,1
3.0,775.0,41113.5,1
3.5,1259.9,36562.3,1
2.9,1745.3,40285.1,1
3.0,4551.2,40609.2,1
4.6,588.8,38811.0,1
0.6,4765.0,24292.5,0
1.2,1756.3,39244.6,1
4.2,4463.9,35373.3,0
5.4,6433.4,41022.5,0
0.9,1061.3,49559.3,1
1.3,2457.3,39498.2,1
4.2,3511.9,43889.9,1
1.5,588.2,40818.3,1
0.4,2367.5,47958.5,1
6.9,1448.4,41704.4,1
3.4,4514.6,22408.9,0
0.2,3928.6,36889.8,1
1.0,5182.7,39585.2,0
0.6,4991.9,20220.4,0
2.5,6258.1,37296.1,0
0.3,6599.1,25025.1,0
2.6,4973.4,35392.3,0
4.6,253.1,39547.3,1
4.1,4963.1,28439.9,0
2.4,5085.2,35423.9,0
1.1,4433.7,42550.0,1
6.3,844.6,46627.1,1
5.5,2663.0,45031.3,1
3.0,4950.5,39998.7,0
5.3,46.3,48209.3,1
6.9,2076.8,37279.4,1
4.2,5025.3,23907.1,0
3.4,793.0,39980.5,1
4.9,388.8,38926.2,1
6.9,3157.6,44881.9,1
5.3,3764.7,46896.9,1
4.6,4668.8,37467.3,1
1.0,2078.2,41171.2,1
0.5,6419.1,27665.1,0
1.0,2046.3,49389.9,1
0.1,4977.4,36633.8,0
0.2,5676.6,32963.3,0
4.1,4867.1,29571.0,0
5.0,6234.3,31976.1,0
4.2,547.5,37507.4,1
1.6,1097.6,41282.2,1
4.9,6914.6,35405.3,0
1.7,5424.4,33085.7,0
0.4,1112.2,40712.4,1
2.7,6281.9,38991.6,0
3.2,2932.8,41009.7,1
5.3,3912.6,46114.3,1
4.7,239.6,38753.5,1
2.3,6589.5,31563.9,0
3.8,6100.0,26393.1,0
0.7,1950.3,49944.3,1
3.6,6228.5,26188.5,0
2.1,4211.6,24678.4,0
2.7,3402.0,49393.0,1
3.5,4683.4,24959.5,0
1.3,5078.8,30443.6,0
3.3,6441.4,40014.7,0
1.8,1352.9,48277.9,1
4.4,6962.6,33986.4,0
0.1,4803.8,37651.2,0
1.8,4263.0,41863.5,1
1.8,4000.2,42716.3,1
7.2,1453.9,48338.4,1
5.2,4705.9,22008.8,0
2.3,4415.9,24498.5,0
4.4,5530.1,36477.1,0
6.7,2858.4,44448.1,1
7.5,1572.5,49732.9,1
5.0,6879.9,30653.8,0
4.8,273.1,47360.7,1
4.0,5835.6,26650.8,0
3.0,4755.8,39758.2,1
5.1,1343.5,41623.4,1
6.7,319.5,49482.1,1
1.0,4279.7,49491.4,1
0.6,2550.4,38277.6,1
7.1,3989.4,36409.2,1
2.3,4674.9,37780.3,1
4.7,4322.1,41311.5,1
1.8,3955.1,45513.8,1
5.2,4933.2,37191.4,0
4.4,3798.8,49252.2,1
4.1,4690.9,38773.9,1
6.8,1310.1,38759.1,1
3.4,4811.2,37574.6,0
5.8,2766.6,42071.6,1
4.4,6128.9,37150.7,0
1.2,4500.8,37303.2,0
2.1,4056.0,41132.9,1
3.5,1088.9,37107.3,1
2.4,1415.3,45975.7,1
5.7,3505.8,38987.5,1
4.6,4418.3,21890.2,0
1.8,5901.2,37564.7,0
0.2,5071.5,21732.7,0
0.2,5576.8,33558.3,0
5.1,6075.0,39423.9,0
6.5,1637.6,47961.8,1
5.2,1083.8,49188.1,1
3.5,4666.8,41192.6,1
4.8,6540.3,34795.1,0
0.3,6784.2,31992.5,0
1.9,5884.5,27569.0,0
4.7,6873.7,37767.6,0
2.2,4799.0,21875.3,0
4.7,4552.9,28895.1,0
2.8,4758.8,29237.4,0
1.6,583.5,42597.7,1
1.6,5979.3,41356.1,0
0.6,5175.5,41432.7,0
1.6,1892.8,39613.4,1
4.7,264.7,36827.5,1
4.7,5582.1,26031.3,0
3.5,603.9,38719.0,1
5.0,4617.8,30504.3,0
2.8,1470.9,36756.1,1
0.4,6290.5,39026.1,0
1.6,3892.7,42064.9,1
2.0,6438.2,29311.9,0
3.3,6553.9,40064.1,0
2.4,6547.7,38126.5,0
3.4,5222.0,20235.2,0
5.1,143.8,47470.5,1
5.4,3531.8,42195.4,1
3.2,2792.9,49772.3,1
5.0,2706.6,38373.8,1
0.9,6725.6,36682.9,0
3.3,5993.0,29957.0,0
4.5,2021.8,43649.2,1
0.1,4301.2,37540.9,0
0.4,6962.5,25666.9,0
2.8,3526.9,39576.2,1
3.7,6020.9,39943.4,0
1.0,1397.2,37279.6,1
4.7,4756.0,40937.3,0
5.2,5885.5,25563.6,0
5.0,5610.2,29115.1,0
2.0,5417.0,24789.7,0
1.2,3514.8,40281.8,1
1.4,5520.0,39429.3,0
2.1,888.3,38143.7,1
2.7,4994.4,35297.9,0
4.2,5636.2,33374.9,0
1.3,6016.6,40214.9,0
6.1,2577.8,38353.6,1
0.7,1409.0,38967.8,1
1.8,5046.6,37445.7,0
2.4,5427.4,24754.3,0
3.2,1637.9,36928.4,1
5.8,1951.8,37263.6,1
7.3,3614.4,43996.6,1
4.1,6219.4,22746.3,0
5.5,4691.1,43477.1,1
3.6,3876.4,48849.9,1
0.5,2737.1,41137.1,1
0.9,1981.4,37916.5,1
0.2,3068.1,38056.8,1
2.5,6351.3,20288.4,0
0.6,6010.6,35215.0,0
7.1,3141.6,39827.9,1
4.0,2503.2,44242.5,1
5.5,5761.9,27827.3,0
2.7,6716.5,27954.3,0
3.0,6075.7,24008.3,0
5.0,6396.0,21381.4,0
7.4,2469.4,42371.5,1
2.9,5662.2,33927.3,0
2.4,3883.4,37550.4,1
0.6,3528.5,44832.8,1
5.5,3195.4,36898.1,1
4.9,4343.8,33763.8,0
3.4,4313.1,48633.2,1
1.7,4775.5,37484.8,1
3.9,6433.9,29202.2,0
0.9,6540.4,34459.3,0
2.5,3815.9,49329.1,1
2.2,6776.1,24280.5,0
6.7,559.7,46940.9,1
1.5,5921.5,28993.5,0
1.5,5480.9,34652.3,0
3.7,5737.4,38442.9,0
2.0,6433.6,24328.0,0
6.2,4420.5,43946.1,1
4.9,4264.1,40701.8,0
3.4,1494.6,47831.0,1
0.4,4396.7,48355.0,1
1.6,4343.1,35874.2,0
6.7,1205.2,41450.8,1
4.4,4677.5,41565.5,1
5.3,4719.8,23469.0,0
1.0,2229.4,46222.3,1
6.8,2394.0,48566.9,1
0.5,4348.0,29698.9,0
1.7,2263.3,39557.7,1
3.2,5760.3,34526.1,0
7.4,3470.2,46503.6,1
5.5,1590.6,41150.3,1
1.6,4459.1,32519.8,0
3.7,6380.1,30062.8,0
0.6,6876.7,31115.4,0
0.6,1750.9,49549.8,1
4.4,6695.5,26592.7,0
3.3,3455.2,39813.0,1
4.9,6193.8,26732.9,0
0.0,5705.6,37287.3,0
0.1,5529.1,29363.0,0
2.5,3065.1,37757.5,1
4.0,4334.6,45986.8,1
1.8,5864.9,36220.3,0
1.6,6008.9,29992.8,0
2.8,6083.1,36285.8,0
6.8,3700.3,45367.3,1
4.3,677.7,43674.3,1
2.8,1938.7,37794.4,1
0.6,6184.7,22154.8,0
3.5,4333.6,23801.6,0
6.5,1187.3,40105.1,1
0.2,4665.8,28960.4,0
3.6,5738.0,39769.6,0
4.7,6347.9,40348.4,0
3.5,5775.2,35073.6,0
5.5,4554.3,38977.4,1
3.1,6637.8,40781.1,0
4.2,6309.2,27564.4,0
5.7,458.9,39421.8,1
2.8,83.4,49249.1,1
4.4,6388.8,31383.7,0
0.7,678.2,43143.2,1
3.7,1993.2,40969.2,1
3.1,5164.6,27585.8,0
4.4,6062.6,20350.8,0
4.6,2315.8,39585.4,1
2.1,694.5,46928.0,1
3.5,5006.9,32568.6,0
0.6,5955.5,26870.5,0
3.6,4278.4,23510.7,0
4.1,3353.2,42002.0,1
0.8,6645.8,26692.5,0
2.9,4659.4,20453.9,0
3.0,279.9,49531.2,1
1.8,2938.2,38494.4,1
2.6,5093.3,39639.9,0
7.5,1491.7,39942.6,1
3.1,3834.2,41127.2,1
5.1,5309.5,36700.0,0
4.5,6798.3,34028.4,0
7.0,33.1,38060.7,1
1.7,824.2,38923.5,1
2.1,6874.5,28223.5,0
1.1,4552.5,38530.0,1
1.4,4620.1,38272.5,1
3.3,5929.9,23281.7,0
2.1,1492.2,43996.6,1
0.6,2696.6,38156.8,1
6.3,108.8,48548.5,1
0.6,2469.7,46137.5,1
5.0,687.3,41962.4,1
4.5,5312.1,37664.7,0
7.0,1266.8,47485.3,1
0.5,6089.5,29530.7,0
3.3,5552.2,34037.0,0
0.3,2703.0,41389.5,1
3.0,6553.4,31818.7,0
5.5,3564.4,45481.1,1
0.1,6528.5,33617.7,0
2.3,4456.1,23408.6,0
4.0,172.4,44775.6,1
3.8,1980.1,40369.4,1
1.9,4921.7,41902.3,0
3.9,6339.0,33557.7,0
5.4,5553.8,25501.5,0
3.5,6953.4,41711.5,0
0.5,6425.8,40918.4,0
3.0,1569.9,38985.0,1
6.2,3013.2,44210.4,1
5.3,4511.3,24933.5,0
0.0,612.6,41225.4,1
0.7,5586.4,30661.0,0
0.3,1099.7,47422.4,1
1.3,975.4,45421.0,1
4.8,2488.1,45553.9,1
5.3,4721.1,22716.5,0
4.3,6413.6,34167.9,0
2.4,3091.9,46291.3,1
0.6,5892.3,37626.5,0
5.4,374.6,46242.3,1
1.9,6359.2,25226.1,0
3.2,6334.1,40187.8,0
2.0,5400.5,32685.3,0
5.0,3185.0,46808.2,1
4.6,732.1,42090.0,1
0.3,5837.6,20270.9,0
2.8,1956.9,42210.2,1
6.0,137.4,49793.0,1
6.5,2418.2,42748.7,1
5.4,4721.3,34716.4,0
3.4,4545.6,39282.7,0
6.3,4248.8,48624.1,1
4.1,1981.9,39829.1,1
5.7,4289.6,40055.2,1
2.0,4694.2,35151.3,0
0.1,6148.0,36088.2,0
6.9,2071.8,41848.9,1
5.4,3253.2,46944.9,1
2.3,3593.4,45586.4,1
1.5,4449.4,37728.5,1
0.1,4270.1,38404.3,0
3.2,6959.5,35983.0,0
5.0,6164.9,33446.1,0
4.3,6264.9,34457.5,0
3.5,6745.0,37719.6,0
4.0,4639.8,39815.3,1
4.5,6644.3,41191.2,0
4.8,6875.5,35172.1,0
2.5,6265.2,20184.1,0
5.9,1901.2,47255.2,1
3.8,285.3,44837.4,1
0.1,796.9,45868.5,1
1.3,5568.1,35450.4,0
3.1,6674.3,33408.0,0
3.6,4786.3,49209.4,1
7.5,3836.8,37665.2,1
5.3,1163.2,47328.3,1
0.2,4800.4,26583.4,0
2.6,6686.2,28720.6,0
0.1,3158.5,41355.6,1
3.2,6273.9,40824.0,0
5.3,2454.8,39631.3,1
2.9,4632.1,49781.4,1
0.9,4112.4,40233.9,1
2.5,5879.6,26938.2,0
3.8,6270.8,31335.5,0
4.2,6997.8,22626.8,0
2.1,6680.8,27771.0,0
6.2,1006.4,36680.9,1
6.8,4756.7,49729.6,1
2.6,6051.2,40253.7,0
2.2,3933.4,48600.5,1
1.8,4217.4,37973.0,0
2.6,1141.7,40687.9,1
2.0,3776.1,36148.4,1
1.3,4498.2,28799.2,0
0.5,6087.3,37028.8,0
0.6,3709.1,41949.2,1
2.9,5835.3,40311.9,0
2.7,4418.8,25272.8,0
1.5,4552.3,46054.8,1
4.9,5265.5,21085.7,0
0.2,4324.1,41512.1,0
5.0,5125.1,29223.7,0
2.2,5248.3,22822.5,0
5.8,2732.5,48281.3,1
7.1,1964.9,46913.7,1
4.0,6116.5,23290.0,0
3.4,6276.8,37729.2,0
1.6,5564.0,40010.1,0
5.0,2015.2,45952.8,1
0.4,4541.2,40806.3,0
5.8,930.4,42846.3,1
5.0,3616.0,38386.0,1
3.7,2280.0,37087.2,1
3.7,6321.4,33664.4,0
0.2,5039.7,32516.9,0
4.2,4147.2,38299.2,1
0.1,779.4,46014.3,1
0.1,5256.9,33723.2,0
7.1,1544.3,45378.0,1
2.8,1869.0,44229.8,1
4.0,2950.5,42250.4,1
0.2,4758.7,39500.5,0
0.7,4282.9,29703.5,0
3.7,5019.6,31300.2,0
0.3,6916.7,30178.8,0
6.8,4707.7,44449.7,1
3.1,2265.3,47201.8,1
5.5,960.2,38823.2,1
1.0,3560.9,49693.2,1
2.9,3244.2,46319.8,1
0.7,6845.9,37876.4,0
2.6,1379.0,37461.4,1
3.9,4353.5,21754.9,0
5.2,4113.1,39025.6,1
0.9,6050.5,23739.2,0
0.6,6820.5,29186.1,0
2.9,4801.1,36746.7,0
0.6,4244.6,35187.8,0
0.6,4759.3,23996.7,0
1.7,4465.7,47012.0,1
4.4,4084.3,46989.4,1
0.1,1111.2,40528.4,1
6.9,2675.4,42372.4,1
1.8,4037.0,38084.9,1
3.5,6472.5,36193.2,0
4.2,2682.5,36239.0,1
0.7,6551.4,36101.3,0
2.9,5879.8,38586.8,0
0.1,4335.0,31252.1,0
5.1,6973.3,20421.4,0
4.6,6731.0,41839.7,0
3.8,4219.3,33306.6,0
5.2,4980.2,40754.1,0
3.6,5885.2,23407.4,0
0.1,3438.0,48709.8,1
0.0,206.4,45527.2,1
2.6,4434.8,40866.6,1
0.5,5489.9,41965.1,0
0.2,4026.5,37113.3,1
2.8,5702.4,28123.6,0
2.5,4313.0,24949.3,0
3.5,6929.3,31304.7,0
0.4,5244.3,27937.6,0
0.1,3009.7,38827.4,1
1.4,6206.8,22350.5,0
3.3,5122.8,39626.7,0
3.1,5263.1,21690.1,0
0.3,4404.8,37343.3,1
2.2,5587.0,41228.3,0
5.2,5477.1,37152.2,0
0.0,1276.1,38558.8,1
0.1,4396.9,40253.4,1
4.4,6475.5,22229.5,0
4.7,4233.4,22892.8,0
5.2,6821.6,33323.4,0
6.6,2877.5,43828.2,1
3.7,821.0,45793.3,1
2.5,4908.6,20355.6,0
6.6,3409.5,45030.7,1
2.2,2589.5,44669.9,1
0.5,1153.1,41677.3,1
4.2,6707.8,24614.4,0
1.4,6070.5,31776.0,0
5.3,5083.0,31407.4,0
6.9,3330.5,42421.6,1
2.3,4619.0,38838.9,1
3.9,6221.4,38277.7,0
2.7,5968.8,35312.9,0
5.2,4378.4,42224.9,1
6.0,1543.2,36384.8,1
2.5,1613.4,43662.4,1
2.9,6897.0,24610.2,0
2.6,1221.4,41960.7,1
1.3,4661.6,49341.3,1
2.9,2707.4,45893.4,1
0.2,299.5,42346.7,1
1.2,5479.2,21284.0,0
2.7,5064.3,30528.9,0
4.7,5497.6,38822.3,0
5.4,4640.2,24724.4,0
2.0,4696.0,30401.3,0
6.6,457.2,39122.6,1
2.8,610.3,38543.7,1
1.9,5439.2,23524.5,0
5.5,4006.9,43625.4,1
3.7,3823.2,42172.7,1
0.3,4049.7,45348.3,1
1.2,6816.6,40881.1,0
5.9,2435.7,41964.4,1
4.7,4318.6,29180.3,0
0.2,4463.4,47079.6,1
3.2,4315.1,43581.5,1
7.2,950.2,43517.7,1
5.4,1902.5,37365.6,1
0.8,4424.6,24311.2,0
0.4,1864.7,37243.8,1
0.9,290.4,41013.7,1
3.9,4034.0,47459.2,1
0.8,2387.5,37476.3,1
2.5,5606.7,21939.9,0
0.0,5332.8,38893.7,0
6.2,852.0,45954.7,1
4.0,4769.1,27340.7,0
5.4,6947.7,31424.0,0
0.6,3170.7,41572.3,1
5.4,892.6,42541.6,1
4.4,6589.9,30150.9,0
3.8,4617.7,30919.1,0
0.2,1565.6,44471.4,1
7.4,4062.9,45857.1,1
3.1,4595.0,33594.6,0
0.6,5074.0,31397.6,0
3.0,3991.2,44812.4,1
3.6,1626.7,47516.7,1
1.1,5951.3,32602.7,0
6.3,2581.7,44410.9,1
0.0,5597.0,40525.2,0
5.3,4800.5,36653.4,0
4.3,5011.4,38979.1,0
6.2,2026.7,48855.0,1
0.8,6044.1,39928.0,0
2.9,3208.6,41993.3,1
5.1,4631.3,49301.7,1
6.1,1334.7,43557.9,1
4.6,6917.2,32373.9,0
2.7,746.7,41878.3,1
1.8,4007.0,49004.8,1
7.2,2027.0,42449.1,1
0.9,5677.2,25886.0,0
0.7,418.1,37093.6,1
5.3,3350.5,46906.5,1
1.2,6689.5,22563.3,0
1.9,6111.5,33920.6,0
2.2,5722.9,27022.9,0
1.7,3299.8,47893.2,1
5.7,1000.2,39224.2,1
2.7,6659.8,37093.7,0
0.5,4844.3,21441.2,0
1.2,2504.7,43332.2,1
1.7,2088.6,37087.8,1
4.7,6447.5,21428.2,0
0.1,4183.8,45270.5,1
1.2,3040.8,43195.6,1
1.1,6676.8,25866.6,0
3.1,5723.0,34484.8,0
2.1,4406.9,31712.8,0
6.2,3459.3,46747.2,1
3.2,2770.1,39096.6,1
6.5,4176.4,40000.1,1
6.7,3446.2,43398.1,1
0.8,4343.7,42272.8,1
4.5,4703.6,30895.1,0
5.7,3317.5,36201.3,1
2.5,2355.0,40385.9,1
0.4,1203.2,44426.2,1
2.8,1750.0,38180.7,1
0.2,2373.5,41734.9,1
6.4,2851.8,36578.3,1
3.2,4867.3,24010.2,0
6.8,4653.4,45369.0,1
1.0,4249.1,40914.6,0
3.9,1095.1,41859.9,1
2.3,3183.8,36982.5,1
2.0,2535.2,44017.1,1
3.6,4412.6,40769.7,0
1.7,3207.6,37522.1,1
0.7,6446.6,34891.3,0
2.3,1870.7,47379.5,1
5.5,783.8,36075.7,1
1.3,565.5,38686.0,1
2.6,4382.5,44729.4,1
3.9,5061.5,25141.8,0
1.2,6199.6,22137.4,0
1.8,6727.9,32563.6,0
2.2,2456.8,47392.9,1
1.8,5806.4,33812.7,0
4.1,4343.3,20247.6,0
5.2,5027.7,22363.6,0
4.4,6927.4,38245.6,0
5.2,722.0,46546.0,1
0.3,5267.7,32603.4,0
4.4,3984.4,41946.6,1
3.9,5226.5,35132.2,0
3.3,6077.0,38196.3,0
4.2,6723.1,41953.4,0
4.3,4265.7,22757.5,0
1.6,1522.4,38202.8,1
4.5,1133.9,45580.0,1
6.3,2476.0,36579.6,1
1.8,2832.2,43705.5,1
2.5,341.9,37927.2,1
6.0,3832.5,46169.0,1
4.1,2042.5,45506.2,1
6.3,2490.5,41047.3,1
2.3,897.4,40866.9,1
2.0,2630.8,41439.3,1
